Latitude,Longitude,Depth_km,Magnitude,Cluster
53.101,-170.3523,129.405,3.0,1
50.0802,156.7628,41.912,4.1,2
50.384,159.2589,10.0,4.4,2
49.6283,158.5194,10.0,4.3,2
50.1135,159.7547,44.95,4.4,2
49.8638,157.991,10.0,4.5,2
51.9748,161.0875,10.0,4.2,2
52.3776,160.505,10.0,4.4,2
50.3621,159.2207,10.0,4.4,2
49.519,158.4543,10.0,4.4,2
51.8911,160.372,10.0,4.5,2
50.3116,157.6571,30.803,4.4,2
48.2579,155.205,28.891,5.2,2
51.5075,159.8766,11.96,4.3,2
51.6714,159.5939,10.0,4.3,2
50.0822,157.2741,30.003,4.3,2
51.415,159.5968,10.0,4.2,2
51.2616,159.3019,10.0,4.3,2
51.6828,160.6606,10.0,4.3,2
50.6982,159.5,10.0,5.1,2
67.3213,-166.4685,10.0,2.5,1
51.2808,158.8548,35.0,4.6,2
49.6716,157.6478,22.252,4.2,2
54.5654,-160.6316,5.443,2.5,1
52.599,160.8781,35.0,4.1,2
52.4746,160.8807,19.214,4.1,2
52.4878,160.8602,30.064,4.1,2
54.5102,-160.3531,35.221,2.5,1
16.4988,41.3271,10.0,4.2,3
53.0919,160.5304,41.941,4.1,2
51.6343,160.144,10.0,4.3,2
49.5558,156.7439,43.16,5.2,2
53.725,-166.3393,71.243,3.1,1
50.3954,159.7703,10.0,4.1,2
39.195,73.5311,10.0,4.1,2
52.198,160.0414,33.306,4.1,2
50.4576,157.2437,35.0,4.6,2
-5.7989,147.903,161.579,4.2,3
51.5321,159.5113,20.719,4.9,2
52.6896,159.0092,61.378,4.2,2
51.5499,159.5243,10.0,4.8,2
49.1729,157.7286,10.0,4.3,2
52.006,160.318,10.0,4.1,2
53.0295,159.9195,55.946,4.3,2
48.8154,157.733,10.0,4.2,2
49.5336,155.2825,85.549,4.1,2
54.4551,-159.9521,32.255,2.8,1
51.1599,159.4698,10.0,4.1,2
50.2685,158.5438,10.0,4.7,2
51.5486,159.3566,34.161,4.6,2
51.0705,159.9538,10.0,4.0,2
50.2966,158.3914,10.0,4.1,2
54.6102,-160.2237,10.0,2.5,1
52.1464,161.3074,10.0,4.1,2
52.7173,160.8827,39.617,4.2,2
49.559,158.4613,10.0,4.6,2
52.5477,160.979,10.0,4.0,2
12.8918,-89.2348,52.717,4.1,3
50.6811,157.532,35.0,4.1,2
52.0669,159.1758,55.85,4.1,2
51.9825,158.4774,56.879,4.4,2
49.8591,159.5088,10.0,4.2,2
52.1093,160.947,10.0,4.6,2
49.9466,157.0641,10.0,4.2,2
51.8397,160.3231,36.34,4.7,2
52.0848,160.4567,10.0,4.9,2
52.3332,161.8944,10.0,4.5,2
51.8554,160.3445,10.0,5.2,2
51.8394,159.4133,35.0,4.5,2
50.5617,158.6172,10.0,4.5,2
50.4731,158.818,10.0,4.6,2
53.0444,159.9099,63.497,4.0,2
52.1637,161.4144,10.0,4.0,2
52.3267,160.8481,32.872,4.1,2
50.9438,159.9106,10.0,4.1,2
51.4325,159.4207,35.0,4.1,2
-5.4317,145.9904,64.308,4.6,3
50.2438,156.695,67.392,4.0,2
51.9639,159.6365,35.0,4.1,2
49.8616,158.7017,10.0,4.2,2
51.8258,160.8437,10.0,4.4,2
50.9353,158.3634,39.451,4.7,2
49.871,157.4706,43.871,5.5,2
50.8477,158.6407,10.0,4.5,2
49.2129,157.8451,10.0,4.3,2
51.2199,158.4085,35.0,4.6,2
50.4915,159.7905,10.0,4.6,2
49.2208,157.8044,10.0,5.2,2
52.0184,158.7075,63.28,4.2,2
51.7195,159.3697,35.0,4.6,2
51.2586,158.1456,49.062,4.1,2
52.3185,160.5619,24.34,4.3,2
52.5372,158.9161,72.361,5.2,2
50.865,158.7768,34.156,4.6,2
52.3277,161.5303,10.0,4.4,2
49.7989,156.4616,36.975,5.4,2
-23.4049,178.8971,565.388,5.1,0
50.9532,159.1082,19.859,4.3,2
50.2853,159.5098,10.0,4.4,2
52.571,160.6326,35.0,4.0,2
52.5896,159.243,59.739,4.8,2
54.5243,-160.1567,35.0,3.0,1
49.3543,157.6676,10.0,4.4,2
49.2109,156.415,35.0,4.1,2
52.1523,159.813,39.028,4.1,2
-6.5558,130.4839,89.393,4.4,3
-19.4395,-69.5259,96.593,4.2,3
51.3663,159.7691,35.0,4.2,2
52.8133,160.6528,35.0,4.2,2
50.1987,157.6286,35.0,4.2,2
51.4563,159.6767,35.0,4.0,2
49.6504,159.0291,10.0,4.3,2
50.9922,157.1274,60.58,4.3,2
50.4276,159.3625,10.0,4.5,2
52.8728,161.1066,10.0,5.0,2
51.23,159.9576,10.0,4.5,2
34.4366,25.4787,10.0,4.4,2
49.8442,157.0068,50.493,4.4,2
50.238,157.55,35.0,4.6,2
50.2045,157.9498,40.542,4.3,2
52.8668,161.0865,10.0,4.9,2
51.7861,178.6857,88.678,3.0,2
52.6604,160.6055,48.152,5.6,2
49.5,158.6499,15.0,6.2,2
50.9484,-177.4772,10.0,3.0,1
50.196,158.6701,10.0,4.5,2
50.4997,159.977,10.0,4.1,2
54.5371,-160.5674,13.082,2.5,1
51.3021,-176.4385,35.0,2.5,1
50.1568,157.6586,26.396,4.5,2
52.1417,160.5002,33.827,4.2,2
50.7887,159.5658,10.0,4.2,2
52.0239,160.7574,10.0,4.0,2
50.7947,158.8605,18.599,4.9,2
51.3455,158.9037,42.018,4.0,2
51.0187,-177.4937,20.724,2.7,1
52.3294,160.7829,10.0,4.5,2
51.3285,159.4095,10.0,4.5,2
15.2808,119.1473,10.0,4.3,2
50.2202,157.2466,35.0,4.2,2
50.0285,157.6496,10.0,4.7,2
51.1456,159.442,10.0,4.4,2
37.175666666667,-122.47533333333,13.88,3.11,1
16.2496,41.1584,10.0,4.3,3
51.4375,159.3951,10.0,5.0,2
51.4138,159.4919,35.0,4.8,2
18.051,-66.6125,18.78,3.22,1
50.2784,156.7675,35.0,4.6,2
51.3867,159.5006,10.0,4.5,2
-24.8036,179.8157,506.506,4.6,0
51.5969,158.5236,35.0,4.1,2
48.5608,157.3583,10.0,4.5,2
51.4159,161.019,10.0,4.3,2
50.6741,157.6954,35.0,4.5,2
51.404,159.1931,10.0,4.3,2
51.2896,158.5078,40.968,4.2,2
52.8834,160.4775,10.0,4.2,2
48.8986,156.1015,10.0,4.7,2
51.4159,159.8462,10.0,4.3,2
19.3955,-65.7856,60.0,3.74,1
51.0869,159.0487,10.0,4.2,2
50.0896,158.8437,10.0,4.1,2
52.7231,160.6649,10.0,4.7,2
61.2439,-150.1552,49.5,3.1,1
51.8762,160.9509,10.0,4.5,2
50.1491,156.2297,78.017,4.3,2
51.8309,159.1596,35.0,4.7,2
50.8934,158.3331,10.0,4.4,2
51.7884,160.0855,10.0,5.3,2
52.2964,160.5443,10.0,4.2,2
49.8646,156.0997,52.814,5.1,2
51.2404,159.048,10.0,4.4,2
51.8876,161.0691,10.0,4.8,2
49.6322,155.4731,10.0,4.2,2
49.6092,156.5584,35.0,4.7,2
51.9702,160.5809,10.0,4.0,2
49.5224,156.432,35.0,4.7,2
50.3652,159.5367,10.0,4.2,2
49.0173,157.824,10.0,4.6,2
51.5505,160.3305,10.0,4.2,2
52.1567,161.4508,10.0,4.3,2
52.382,160.4702,10.0,4.3,2
51.2567,159.4751,10.0,4.3,2
49.9576,157.2624,10.0,4.3,2
-21.9615,-175.3969,10.0,4.9,3
-30.3978,60.9107,10.0,4.3,3
51.7021,159.5088,35.0,4.7,2
51.0353,158.6013,35.0,4.6,2
51.3626,160.3989,10.0,4.0,2
51.24,157.3795,53.658,4.0,2
49.9353,158.107,10.0,4.3,2
51.3415,159.0757,10.0,4.3,2
51.0335,159.3382,10.0,4.0,2
52.3484,158.578,51.087,4.3,2
51.6248,159.0013,10.0,4.2,2
52.2917,160.6075,10.0,4.2,2
52.4633,160.7965,10.0,4.2,2
52.4488,160.2141,35.0,4.4,2
51.3484,159.3689,10.0,4.3,2
-3.5148,140.67,35.0,4.7,3
52.4633,160.7493,10.0,4.4,2
51.3487,159.6993,21.383,4.6,2
51.5314,159.6948,10.0,4.8,2
51.0052,157.833,35.0,4.1,2
48.6205,157.4589,10.0,4.5,2
50.244,158.6693,10.0,4.5,2
50.2456,158.7095,10.0,4.5,2
13.9924,-89.8803,10.0,4.0,3
51.7623,159.4274,35.0,4.0,2
51.6753,159.1235,35.0,4.2,2
51.7541,159.2102,35.0,4.2,2
52.3854,160.7731,10.0,4.4,2
51.5882,160.6574,10.0,4.3,2
51.1177,159.7668,10.0,4.4,2
52.2013,160.9796,10.0,4.4,2
51.1923,159.1619,6.043,5.0,2
50.6683,157.9862,29.132,5.0,2
38.2658,134.2568,420.401,4.0,0
52.2697,160.5661,10.0,4.6,2
50.7997,158.8166,26.649,4.2,2
52.1655,160.3738,10.0,4.9,2
50.2982,158.1486,10.0,4.2,2
51.1532,160.7605,10.0,4.3,2
54.4339,-160.148,22.394,2.5,1
51.436,159.9191,26.47,4.4,2
50.9945,158.6141,48.463,4.3,2
52.4163,160.7465,10.0,4.3,2
51.5195,158.8552,35.0,4.6,2
54.5375,-159.963,26.683,3.1,1
49.9828,158.2756,10.0,5.0,2
51.5134,159.8419,10.0,4.6,2
49.8937,158.2996,10.0,5.0,2
51.5494,159.4998,35.0,5.0,2
52.4118,160.7681,10.0,5.8,2
-57.783,157.9936,10.0,4.4,3
49.7593,157.2811,10.0,4.4,2
43.2393,-126.9507,10.0,3.9,1
52.2952,160.6851,24.74,4.4,2
-57.7004,157.8334,10.0,4.3,3
52.1981,160.5016,25.366,5.1,2
50.3119,158.4337,10.0,4.7,2
32.134,-101.082,8.4229,2.5,1
49.2862,156.6862,19.898,4.6,2
49.9265,156.5318,69.127,4.9,2
54.5346,-159.812,33.856,2.6,1
51.0905,159.0182,32.499,4.5,2
52.2259,160.1627,34.018,4.4,2
18.107,-68.260166666667,89.21,3.44,1
51.9803,159.1864,59.406,4.0,2
51.8128,159.6095,35.0,4.2,2
52.8552,159.6834,58.048,4.3,2
52.7157,160.2948,35.0,5.1,2
52.2321,160.2649,17.0,5.7,2
52.4865,160.998,25.289,5.1,2
49.1492,156.2055,35.0,4.4,2
49.9908,157.3473,10.0,5.2,2
51.1013,158.6547,36.964,4.4,2
51.3378,159.3872,32.999,4.7,2
50.7971,158.7351,28.445,4.4,2
52.0766,160.0971,35.0,4.5,2
49.9086,157.5936,24.879,4.2,2
51.9229,161.136,10.0,4.6,2
50.0368,157.5188,33.667,5.3,2
49.4969,158.6625,10.0,5.6,2
51.4632,159.3405,35.0,4.2,2
3.7252,127.3883,47.66,4.2,3
51.389,157.9912,68.062,4.2,2
-15.5024,-177.3614,10.0,4.9,3
50.7054,156.5478,12.234,4.7,2
49.4452,157.2969,28.46,4.4,2
50.1047,159.4145,10.0,4.6,2
48.9197,156.3752,10.0,5.1,2
50.625,158.9095,17.599,4.8,2
51.7892,160.1862,39.581,4.3,2
53.0958,161.2612,10.0,4.1,2
52.2659,160.8305,56.854,4.0,2
32.125,-101.105,6.1279,2.5,1
51.5092,160.9855,10.0,4.4,2
54.5386,-159.9139,43.856,2.6,1
52.1653,161.4418,10.0,5.0,2
51.4032,159.5752,26.928,4.2,2
54.6197,-160.2353,15.326,2.5,1
51.3461,158.9338,42.251,4.2,2
49.3942,155.4985,66.436,4.2,2
51.8928,160.4765,10.0,4.4,2
65.8429,-151.5019,18.4,2.5,1
52.8466,161.1368,22.918,4.8,2
52.1538,159.7305,38.226,5.0,2
53.3263,159.4113,77.507,4.2,2
53.0173,159.5249,73.11,4.3,2
50.9242,159.1394,21.179,4.3,2
32.119,-101.939,8.2764,3.0,1
52.1436,160.4931,26.649,4.7,2
51.6657,159.7874,10.0,5.2,2
18.271833333333,-68.041166666667,99.93,3.42,1
50.259,157.0046,35.0,4.5,2
51.3725,158.9547,42.945,4.4,2
51.2307,159.2636,10.0,4.8,2
50.3547,156.5142,74.738,4.4,2
52.7189,159.245,82.882,4.4,2
51.8718,158.3396,43.391,4.4,2
51.754,159.4027,35.0,4.7,2
51.3493,159.4764,10.0,4.6,2
50.5549,158.783,10.0,4.7,2
51.6259,159.5998,10.0,4.9,2
51.135,159.0378,35.0,4.8,2
51.3292,159.5839,10.0,4.9,2
51.3983,159.6883,10.0,5.3,2
50.255,158.4461,18.756,4.7,2
50.2829,157.2626,59.736,5.0,2
52.0672,159.8494,35.0,4.2,2
54.498,-160.1055,35.0,2.6,1
-6.0321,106.3069,169.249,4.2,3
52.2616,160.5939,27.805,4.5,2
51.4083,160.7803,10.0,4.1,2
54.5217,-159.8126,26.322,2.5,1
50.2492,159.4324,10.0,4.5,2
52.8141,159.5711,57.941,4.2,2
51.4523,160.301,10.0,4.5,2
50.7737,159.8055,10.0,4.5,2
51.772,160.5723,10.0,4.4,2
52.333,160.2423,43.243,4.6,2
49.1775,156.4662,35.0,4.8,2
50.441,158.766,10.0,4.7,2
51.4902,159.7095,25.654,4.5,2
54.4927,-160.1757,26.073,2.6,1
50.2957,157.5735,30.211,4.5,2
50.9137,157.0616,65.35,4.3,2
-11.4339,166.3739,67.553,5.0,3
50.7677,158.3223,29.636,4.2,2
52.0358,160.2686,27.232,4.6,2
51.138,159.7792,10.0,4.9,2
51.149,158.5587,35.0,5.2,2
51.9558,159.3282,67.252,4.0,2
50.3222,158.9527,28.158,4.4,2
52.298,160.5322,10.0,4.9,2
52.149,160.03,34.614,4.0,2
52.0859,158.9701,51.775,4.4,2
52.5473,160.8152,10.0,4.1,2
49.8415,157.7129,25.1,4.3,2
49.5765,157.7946,10.0,4.8,2
52.6177,161.5813,10.0,4.2,2
51.0673,158.6531,57.099,4.1,2
52.6952,159.6643,82.85,4.4,2
49.9439,158.0148,20.971,4.8,2
52.3954,160.1722,52.759,4.6,2
51.1777,159.3074,35.0,4.5,2
50.6519,157.2101,35.0,4.2,2
52.1256,160.2687,36.347,4.6,2
49.986,156.6867,37.494,5.3,2
51.8196,159.2957,46.132,4.3,2
9.3633,93.9614,40.127,5.0,3
51.4177,159.5689,39.035,5.2,2
52.4831,160.728,10.0,5.0,2
49.4127,156.648,10.0,4.4,2
54.5715,-160.2255,15.725,2.6,1
49.8856,157.4616,36.287,4.5,2
51.6421,160.0768,10.0,4.7,2
49.9809,157.2667,35.066,5.1,2
53.3089,-163.5395,35.0,3.0,1
49.8958,157.5715,10.0,5.6,2
53.4213,-163.5331,35.0,3.5,1
49.6348,157.3719,35.0,4.4,2
51.0136,158.2839,35.0,4.5,2
50.4224,159.7368,10.0,5.7,2
53.0026,159.6915,39.905,4.4,2
52.3794,160.2225,35.0,4.8,2
50.1159,155.2219,35.0,4.5,2
50.6226,159.1987,10.0,4.4,2
-57.8131,157.7777,10.0,4.2,3
54.5539,-160.1922,21.49,3.2,1
51.3743,159.5821,10.0,4.2,2
50.3809,158.3908,10.0,4.4,2
50.9774,158.4049,35.0,4.8,2
52.0922,161.4827,10.0,4.4,2
31.666,-104.19,6.4075,2.5,1
49.6696,157.2746,35.0,6.0,2
51.4713,159.968,28.078,4.5,2
51.3205,157.7731,74.263,4.6,2
51.8051,160.8378,10.0,5.2,2
52.557,160.2028,35.0,4.5,2
50.3306,156.7503,74.284,4.6,2
-14.3947,167.2219,185.544,4.7,3
51.4509,159.4171,24.648,4.7,2
52.4346,161.8002,10.0,4.4,2
52.482,161.5163,10.0,4.4,2
51.8308,161.5487,10.0,4.6,2
49.7494,157.5526,10.0,4.9,2
52.9538,160.7893,10.0,4.5,2
43.7625,-28.7597,10.0,4.8,2
51.6955,160.6594,10.0,4.5,2
51.3574,158.7471,27.701,4.2,2
50.6852,160.052,10.0,4.3,2
49.1206,155.6578,35.0,4.7,2
49.9381,157.3568,10.0,4.2,2
51.0919,158.7089,35.0,4.3,2
51.0631,158.8749,35.0,5.2,2
52.3289,160.1775,38.776,4.3,2
50.2184,157.4213,35.0,4.5,2
52.2349,160.75,23.482,4.1,2
50.6307,159.9132,10.0,4.0,2
50.0087,158.1033,63.466,4.4,2
51.1882,158.9964,45.774,4.5,2
-4.3852,35.1531,10.0,4.6,3
50.3387,158.0856,12.187,5.2,2
52.0488,160.2824,35.0,5.2,2
52.4386,160.6506,10.0,4.4,2
50.8439,159.4199,10.0,4.9,2
54.7888,-161.9257,10.0,3.3,1
50.0671,157.7699,23.309,5.9,2
48.7738,156.2107,10.0,4.7,2
19.526833333333,-64.414666666667,20.36,3.37,1
52.2875,158.0763,47.365,4.2,2
52.5217,160.6052,28.367,4.3,2
48.9896,156.1798,10.0,5.2,2
50.1142,157.2083,35.0,4.6,2
51.419,159.7448,10.0,4.9,2
51.6342,159.609,30.238,4.7,2
51.2911,159.8501,10.0,4.5,2
50.1129,158.7514,10.0,4.3,2
51.5777,159.6258,10.0,5.0,2
51.1304,159.147,31.471,5.1,2
52.7373,161.549,10.0,4.2,2
51.6696,159.8556,10.0,4.3,2
52.6811,160.9531,10.0,4.3,2
51.8879,160.5654,10.0,4.0,2
52.2925,160.7737,32.138,4.6,2
52.1385,159.527,52.868,4.4,2
51.7371,159.3009,10.0,5.1,2
52.3337,160.2758,30.306,5.1,2
-57.7559,157.4226,10.0,4.2,3
49.9298,157.2372,34.618,4.7,2
52.8515,160.8605,10.0,4.1,2
52.3165,161.5162,10.0,4.2,2
52.5233,160.802,10.0,4.5,2
51.5411,158.3911,35.352,4.4,2
50.8403,158.6814,10.0,4.3,2
52.2023,160.2228,31.82,4.8,2
51.4051,158.6277,35.0,4.4,2
52.6478,161.157,10.0,4.1,2
50.3372,157.0102,42.62,4.7,2
50.0312,156.4607,75.809,4.7,2
51.6947,159.1933,30.051,4.3,2
51.9564,-173.2807,35.0,2.7,1
51.3262,159.049,10.0,4.4,2
51.4392,159.2978,10.0,4.1,2
52.5197,161.1593,10.0,4.0,2
32.119,-101.92,8.8623,2.5,1
52.3058,159.9664,37.434,4.8,2
52.5731,160.2333,10.0,4.6,2
52.7024,160.2014,25.076,4.8,2
49.908,156.3518,41.138,4.7,2
52.4792,160.7599,10.0,4.7,2
52.177,160.5133,28.637,4.9,2
53.8028,158.2148,10.0,4.3,2
52.4856,160.6764,37.912,4.3,2
51.913,159.416,35.146,4.6,2
51.8676,160.1839,30.71,4.3,2
52.1052,160.3138,10.0,4.7,2
52.9192,159.8899,35.0,4.3,2
49.8985,157.532,35.0,5.3,2
50.2468,158.3374,10.0,4.4,2
51.0697,158.0192,35.0,4.4,2
52.0221,160.4813,35.0,4.2,2
54.4303,-160.1879,35.0,3.3,1
52.5755,160.6702,35.613,4.4,2
51.5078,159.4426,35.0,4.9,2
-24.0951,-66.7639,192.487,4.7,3
50.8443,157.1652,72.792,4.4,2
51.341,159.1032,10.0,5.0,2
52.3091,160.0054,35.0,4.2,2
51.4402,159.5518,21.448,4.9,2
49.1596,156.5101,28.085,4.9,2
52.2522,160.364,10.0,4.2,2
50.4387,158.3035,10.0,4.3,2
51.6882,159.3657,51.442,4.4,2
49.722,156.7413,35.0,4.8,2
51.7295,159.3804,35.0,4.3,2
51.043,159.0621,18.614,5.1,2
51.7781,159.7399,35.0,4.7,2
51.0085,158.5209,26.694,4.6,2
49.8497,157.0971,24.164,4.3,2
52.4067,160.5803,10.0,4.6,2
52.2406,162.221,10.0,4.3,2
52.648,160.4299,35.0,4.3,2
51.5588,160.0252,10.0,4.4,2
50.9032,158.2388,35.0,5.1,2
51.7947,158.3571,63.946,4.5,2
51.566,159.6404,10.0,5.1,2
52.0097,161.0573,10.0,4.7,2
48.964,156.0534,43.397,5.0,2
51.4621,159.7297,26.352,4.5,2
52.2804,160.8335,35.0,4.3,2
51.0052,159.3263,35.0,4.4,2
50.442,158.1906,10.0,4.7,2
51.6609,159.3338,37.457,4.4,2
49.5793,157.5322,16.76,4.5,2
50.933,157.8383,31.271,4.4,2
51.4268,159.555,28.582,4.4,2
49.8529,157.5905,32.543,4.2,2
52.4282,160.6807,10.0,4.6,2
50.9309,158.5442,10.0,4.4,2
50.3159,158.8756,10.0,4.9,2
52.2073,160.4286,44.12,4.0,2
51.6705,159.0636,35.0,4.3,2
52.0022,160.335,35.0,4.3,2
54.6964,-156.8019,25.0,3.0,1
51.3533,159.6584,10.0,4.9,2
52.0813,159.8409,47.97,4.2,2
52.1012,161.1627,10.0,4.4,2
50.1261,156.8098,59.048,4.2,2
50.5767,158.9402,10.0,4.8,2
48.8812,155.9025,35.0,4.6,2
52.6618,159.9063,39.226,4.3,2
52.2758,161.193,10.0,4.2,2
52.4535,160.961,28.626,4.3,2
51.5876,160.0455,10.0,4.4,2
52.339,160.7464,19.625,4.3,2
50.9031,157.4111,44.347,4.3,2
51.6105,158.4606,51.492,4.3,2
52.1154,160.5132,21.747,4.5,2
52.3504,160.366,35.0,5.1,2
52.2299,160.6111,10.0,5.2,2
51.7916,159.2703,66.976,4.6,2
51.3138,159.6768,35.0,5.4,2
51.845,178.1146,90.576,2.5,2
51.6041,160.0013,10.445,6.1,2
52.2549,160.8089,10.0,4.4,2
52.1346,161.0574,13.172,4.4,2
52.3331,160.0237,37.905,4.7,2
52.2109,160.841,10.0,4.7,2
52.1538,160.7119,27.022,4.6,2
51.1714,159.494,10.0,4.9,2
50.9933,158.249,35.0,4.5,2
52.3877,161.6361,10.0,4.5,2
50.1512,157.6116,35.0,4.3,2
51.7276,159.6064,35.0,4.4,2
51.9508,159.3584,47.65,4.4,2
49.7696,156.6007,35.0,4.5,2
52.263,160.126,32.103,4.4,2
52.6033,160.3283,34.411,4.4,2
51.8288,160.4985,10.0,4.6,2
51.8491,160.4163,19.954,4.5,2
50.5441,157.3479,35.0,4.3,2
51.373,159.4387,10.0,4.4,2
51.6804,159.8877,33.748,4.3,2
51.6576,160.11,35.0,4.3,2
51.4931,158.2431,32.584,4.6,2
-58.926,-26.2034,126.3,5.5,3
51.7803,160.3074,10.0,4.5,2
51.1324,159.1921,29.392,4.4,2
52.3361,160.4705,42.506,4.1,2
51.4088,158.3431,18.877,4.3,2
51.1493,159.2897,10.0,5.3,2
50.9991,159.3177,10.0,4.5,2
49.8707,157.7339,10.0,4.8,2
44.7535,-110.9395,11.85,2.78,1
52.6104,160.9417,22.815,4.9,2
50.3851,158.1232,24.934,4.6,2
51.5556,159.4736,35.0,4.6,2
50.3229,157.3196,35.0,4.9,2
50.9796,158.9758,26.593,4.2,2
52.0687,159.9883,10.0,4.9,2
51.1329,159.0694,10.0,4.8,2
52.3976,160.7673,10.0,5.0,2
52.5031,160.8273,10.0,5.1,2
49.6905,155.962,66.239,5.0,2
50.5404,160.2637,10.0,4.3,2
48.9678,156.1093,10.0,4.6,2
51.5041,159.3391,38.295,4.5,2
51.4405,159.828,10.0,4.8,2
52.5168,160.6683,10.0,4.4,2
51.3451,158.9883,35.0,4.5,2
51.752,160.1481,10.0,4.2,2
52.4647,160.4842,10.0,4.4,2
51.6484,159.695,35.0,4.3,2
51.7686,159.5178,10.0,4.6,2
-6.3373,148.7999,53.067,4.1,3
51.6326,159.3946,10.0,4.6,2
51.1354,159.4812,10.0,4.6,2
50.1315,157.763,26.355,4.6,2
49.9338,157.562,10.0,4.8,2
-57.7441,158.499,10.0,4.2,3
52.1986,159.5556,48.659,4.2,2
51.4034,158.6437,49.257,4.2,2
52.3704,160.4888,10.0,4.2,2
51.6429,159.3992,10.0,4.3,2
49.8,158.9046,10.0,4.4,2
50.767,158.5127,37.511,4.1,2
51.4181,159.6997,10.0,5.3,2
49.8432,155.9557,68.479,4.2,2
51.6197,160.3343,10.0,4.8,2
48.102,156.8116,10.0,4.5,2
52.3793,160.8381,10.0,4.5,2
-1.1938,99.9771,75.629,4.6,3
52.2962,160.7368,10.0,5.1,2
50.0134,156.7199,35.0,4.7,2
51.4756,158.0179,42.348,4.6,2
48.8612,156.301,10.0,5.6,2
51.0231,158.389,35.0,4.7,2
51.9723,160.5938,10.0,4.5,2
52.0917,161.0989,10.0,4.2,2
50.7248,158.2866,35.0,4.3,2
44.5994,149.1718,80.443,5.2,2
51.3184,159.7347,10.0,4.5,2
51.4111,159.6447,10.0,4.9,2
51.3993,158.7285,18.834,5.0,2
42.8047,146.6813,29.954,4.6,2
-8.3816,111.8241,147.957,4.5,3
50.2564,157.1007,39.866,4.3,2
50.5285,156.9016,57.476,4.2,2
51.7165,159.5101,10.0,4.4,2
-57.5127,157.3086,10.0,5.0,3
51.3084,159.7239,10.0,4.4,2
39.9983,142.5154,39.281,4.4,2
52.147,160.3335,29.386,4.5,2
49.0097,156.1011,30.299,4.5,2
51.331,160.1171,10.0,4.6,2
52.2029,160.3558,10.0,5.0,2
49.0812,156.2578,10.0,4.7,2
-57.5918,157.0671,10.0,4.6,3
51.683,159.9053,29.48,4.6,2
50.7164,159.6289,10.0,4.6,2
51.7614,158.3786,65.518,4.7,2
52.1431,160.1341,10.0,4.2,2
-56.9741,156.667,10.0,4.4,3
51.2507,158.9781,35.0,4.4,2
52.4082,160.9779,10.0,4.7,2
50.9755,157.8615,35.0,5.0,2
52.0546,160.4213,10.0,4.7,2
50.9878,159.374,10.0,4.7,2
51.3402,158.9506,34.768,4.4,2
52.7639,160.8662,10.0,4.5,2
51.0438,158.446,43.261,4.8,2
51.502,159.6566,10.0,5.2,2
51.4757,159.519,10.0,5.3,2
51.0843,158.2602,35.0,4.3,2
52.3124,160.2713,10.0,4.4,2
50.93,157.9778,42.627,4.2,2
52.334,160.3121,13.422,4.7,2
52.5061,160.862,10.0,4.2,2
52.2369,160.7992,10.0,4.3,2
51.0846,158.9278,35.26,4.2,2
51.2127,158.899,32.829,4.3,2
51.2325,158.4987,35.0,4.2,2
50.121,157.216,33.212,4.2,2
51.5614,159.0909,35.0,4.1,2
50.1684,158.5559,10.0,4.4,2
-9.2516,112.6426,66.245,4.0,3
51.9802,160.2155,10.0,4.5,2
52.2899,159.5543,35.0,4.8,2
51.4789,159.4455,10.0,4.7,2
51.5004,159.6915,10.0,4.9,2
50.9945,159.2193,10.0,4.5,2
51.9883,160.3935,10.0,4.3,2
52.877,160.775,20.19,4.2,2
53.1638,160.0687,43.696,4.2,2
52.3518,160.2752,33.344,4.4,2
51.9186,159.2403,17.275,4.5,2
51.8382,160.4373,10.0,4.7,2
50.4496,159.0006,10.0,4.7,2
50.8559,158.9274,10.0,4.7,2
51.291,158.7914,35.987,5.3,2
54.6074,-159.9998,29.642,3.8,1
52.5815,160.8164,10.0,4.6,2
56.5384,-148.6662,10.0,3.2,1
51.376,159.6812,10.0,5.4,2
51.1875,159.7868,10.0,4.4,2
52.4476,160.8111,10.0,4.4,2
-39.0242,175.7827,125.573,4.9,3
51.2367,159.6402,10.0,4.6,2
51.5352,159.8356,10.0,4.6,2
51.5628,158.7086,35.0,4.8,2
51.4188,158.7366,10.0,5.4,2
50.8384,158.7659,10.0,4.5,2
52.5009,160.346,35.0,5.2,2
54.4319,-160.1787,10.0,2.6,1
51.814,159.5999,10.0,4.5,2
51.0576,159.9783,10.0,5.0,2
50.2127,157.3502,45.368,4.6,2
51.453,-177.7576,40.843,3.1,1
50.0903,157.3962,10.0,5.3,2
50.7225,157.9712,35.0,4.8,2
51.3683,159.3155,35.0,4.9,2
50.7377,157.8617,61.759,5.6,2
51.2578,159.6254,10.0,4.5,2
51.8831,160.1375,10.0,5.0,2
51.098,158.941,34.661,4.8,2
51.4833,159.9705,10.0,5.3,2
52.6102,160.8792,35.0,4.6,2
50.6179,158.0622,30.811,4.4,2
52.1584,160.4659,10.0,4.5,2
51.1203,158.2101,46.91,4.9,2
51.631,159.1432,35.0,5.0,2
16.476,40.9347,10.0,4.5,3
49.3466,156.9729,10.0,4.4,2
-24.8259,179.6191,511.254,4.5,0
52.4316,160.2105,34.265,4.5,2
50.284,158.3323,10.0,4.8,2
49.2759,158.6892,10.0,4.4,2
50.9796,158.2957,35.0,4.4,2
52.2784,159.7298,35.0,4.5,2
