Latitude,Longitude,Depth_km,Magnitude,Cluster
60.5419,-139.9663,5.681,2.7,1
-28.6596,-67.9831,10.0,4.3,3
52.1851,-170.7369,35.0,2.9,1
60.4998,-139.8383,5.0,2.5,1
50.3691,157.1711,49.468,4.5,2
59.752,-152.33,66.8,2.6,1
41.2729,142.3925,53.775,4.6,2
60.448,-139.512,5.0,2.5,1
60.46,-139.576,5.0,2.5,1
60.604,-139.751,0.7,2.5,1
40.9028,142.9449,35.0,4.1,2
40.9883,142.7584,49.285,4.5,2
41.2056,142.5948,62.522,4.3,2
-9.1708,123.6698,35.0,4.1,3
60.6184,-139.9087,5.0,3.2,1
50.9066,158.972,10.0,4.3,2
55.8897,-151.9307,10.0,2.5,1
35.576,-101.132,12.8174,2.5,1
-26.7021,-176.5252,26.267,5.3,3
60.384,-139.392,7.2,2.6,1
60.442,-139.508,5.0,2.5,1
-26.7347,-176.0959,10.0,5.0,3
60.529,-139.8948,5.0,3.8,1
-0.9033,100.8527,10.0,4.9,3
38.507666666667,-112.91333333333,2.91,2.65,1
50.472,159.9345,10.0,4.9,2
60.6104,-139.9319,5.0,3.3,1
60.4867,-139.9246,5.0,3.1,1
60.607,-140.095,0.6,2.9,1
60.561,-140.045,5.0,2.5,1
57.829,-153.51,9.4,2.7,1
43.7441,-105.2884,0.0,3.1,1
-24.308,-67.1961,187.741,4.2,3
60.5687,-139.9971,2.562,3.0,1
46.6877,-112.6895,12.117,3.2,1
60.512,-139.8579,7.535,3.1,1
1.6191,126.4763,44.813,4.7,3
-22.8036,-66.1865,250.22,4.5,3
60.5548,-139.8474,6.191,2.7,1
60.386,-139.439,3.1,2.6,1
60.477,-139.646,5.0,2.6,1
60.6277,-140.0448,1.048,2.8,1
34.3203,45.5786,10.0,4.5,2
51.4018,-177.8187,48.144,2.6,1
60.5635,-139.8744,1.811,2.9,1
-5.4514,106.309,158.531,4.0,3
60.5463,-139.8378,1.93,2.8,1
44.1945,149.7805,10.0,4.0,2
60.5356,-139.8886,5.0,3.5,1
60.5808,-140.0699,5.42,2.5,1
60.635,-140.036,5.0,2.5,1
30.4765,81.1429,19.232,4.2,2
60.449,-139.572,0.8,2.5,1
60.5612,-140.0775,5.0,2.6,1
31.002,-103.613,3.1262,2.9,1
0.3533,122.348,129.767,4.1,3
44.4079,-129.4365,10.0,4.0,1
60.4716,-139.5852,5.0,2.8,1
60.3092,-139.4812,5.0,2.6,1
60.393,-139.5511,5.248,2.6,1
-17.5689,166.9762,10.0,4.1,3
60.4079,-139.6219,5.0,3.0,1
63.036,-150.753,108.9,2.7,1
60.5162,-139.9268,5.0,2.6,1
60.3866,-139.532,5.0,2.8,1
-33.1068,-179.1803,43.184,4.5,3
60.5825,-139.9361,3.893,2.7,1
54.5367,-160.1214,25.749,2.7,1
-22.119,-68.7234,117.133,4.3,3
60.6088,-139.9413,5.0,2.7,1
39.5831,39.7579,10.0,4.4,2
-34.802,-108.325,10.0,4.7,3
51.0774,-179.6711,10.0,2.6,1
23.151,121.6227,34.496,4.4,2
60.309,-139.302,10.1,2.5,1
60.4328,-139.508,5.0,2.7,1
60.548,-140.066,6.0,2.5,1
-12.5471,166.4468,67.116,4.7,3
-26.6917,-176.0101,10.0,4.9,3
9.1991,126.085,102.632,4.4,3
52.9309,160.621,35.0,4.6,2
50.6548,87.3988,10.0,4.4,2
60.4947,-139.6104,5.0,2.9,1
62.0873,-26.5302,10.0,5.0,2
41.0404,142.932,43.061,4.3,2
60.367,-139.5,2.3,2.5,1
60.383,-139.429,11.4,2.5,1
41.1731,142.9607,43.493,4.5,2
41.3127,142.2857,60.104,5.0,2
60.3987,-139.5295,5.0,3.0,1
-22.8496,-70.9449,19.159,4.3,3
60.535,-139.908,9.8,2.6,1
-22.901,-68.5169,107.97,4.0,3
60.5563,-139.9301,5.0,2.8,1
54.5247,-160.2217,10.0,2.5,1
60.3794,-139.464,5.0,4.0,1
33.235333333333,-116.407,1.88,3.17,1
34.6827,70.6043,65.43,4.3,2
60.521,-142.278,2.0,2.7,1
60.3586,-139.4116,5.0,2.8,1
2.5584,96.0033,36.198,4.3,3
2.5932,96.0351,10.0,5.2,3
-27.4856,-177.2562,404.6,4.5,0
60.4488,-139.5864,5.0,3.3,1
60.4691,-139.5905,5.0,2.7,1
31.685,-104.451,6.0999,2.6,1
27.6348,55.1537,10.0,4.1,2
48.3865,153.5989,98.514,4.0,2
40.769,143.1019,39.877,4.1,2
-23.9907,-71.108,10.0,4.4,3
-11.0904,165.9177,35.0,4.5,3
41.3365,142.8344,52.931,4.6,2
41.575833333333,-109.88583333333,-3.26,3.04,1
60.566,-140.045,13.0,2.6,1
60.375,-139.485,5.0,2.6,1
41.2148,142.4853,51.763,4.4,2
-16.1945,-75.1677,10.0,4.1,3
51.1565,178.5551,18.812,4.7,2
60.4468,-139.6011,4.574,3.4,1
60.576,-139.8719,5.0,2.8,1
60.344,-139.443,6.1,2.8,1
54.4335,-160.6033,11.207,2.6,1
38.6332,-97.5008,11.361,3.7,1
60.4836,-139.8422,5.0,2.5,1
-6.2552,147.2248,64.997,4.6,3
60.3805,-139.4261,2.331,3.1,1
60.9554,-138.6899,10.091,2.7,1
-32.6071,-177.5916,10.0,5.2,3
60.5007,-139.7305,5.0,2.6,1
60.393,-139.526,3.4,2.5,1
58.869,-150.987,18.5,2.9,1
60.4892,-139.7942,5.0,3.1,1
60.5798,-139.889,5.0,2.8,1
60.3709,-139.4714,5.0,3.3,1
-31.8934,-70.7405,93.273,4.1,3
60.525,-139.847,11.8,2.5,1
60.5024,-139.97,5.0,2.7,1
37.2237,53.1893,10.0,4.1,2
60.4748,-139.5387,8.75,2.5,1
-27.0266,-176.063,10.0,5.3,3
41.2096,142.1449,54.88,4.9,2
60.4446,-139.5603,5.0,4.1,1
60.5307,-139.9208,5.0,2.8,1
40.9216,143.11,47.498,4.4,2
40.8255,142.7591,47.786,5.6,2
60.5709,-139.8344,5.0,2.5,1
40.8201,143.3748,35.0,4.3,2
60.5127,-140.1958,5.0,2.8,1
60.5335,-140.0988,6.689,3.4,1
-26.6899,-176.2602,35.0,4.6,3
60.5985,-140.0238,11.516,2.6,1
37.823165893555,-122.21216583252,4.5599999427795,2.86,1
60.5263,-139.6783,5.0,3.0,1
60.5247,-139.836,4.192,4.3,1
41.1518,142.5761,42.478,4.4,2
40.7407,142.9837,35.0,4.4,2
60.623,-139.9419,2.31,2.7,1
60.5501,-140.0451,1.069,2.5,1
61.809,-150.585,54.4,2.5,1
41.117,143.0169,49.582,5.0,2
60.4928,-139.6139,5.718,2.7,1
37.754333496094,-121.94416809082,8.079999923706,2.56,1
61.805,-150.583,53.1,2.5,1
40.9761,143.1504,19.0,6.6,2
37.76233291626,-121.94149780273,9.039999961853,2.89,1
60.5578,-140.0317,5.0,2.7,1
60.3797,-139.5589,5.0,2.5,1
23.9524,122.6959,20.209,4.4,2
40.9969,143.2197,48.902,4.6,2
60.564,-139.9418,8.79,2.5,1
39.5886,144.0274,10.0,4.4,2
-23.5326,-179.6245,554.242,4.4,0
-14.7622,166.8638,10.0,4.6,3
58.586,-156.007,163.4,3.0,1
60.5372,-139.9005,5.0,3.5,1
-7.1004,129.3514,147.947,4.5,3
60.4377,-139.5807,5.0,3.6,1
11.1719,138.5544,10.0,5.0,2
60.499,-139.621,5.0,2.5,1
60.4153,-139.7255,5.0,2.6,1
60.5541,-139.8829,5.0,3.6,1
40.8805,143.1576,42.571,4.4,2
60.3984,-139.5291,2.128,2.5,1
19.299833333333,-155.2095,7.2,3.04,1
60.5216,-140.049,6.206,2.5,1
60.4655,-140.0522,10.0,2.5,1
57.546844482422,-155.75312805176,5.0,2.6943898242677,1
-58.9813,-24.917,10.0,4.4,3
40.9719,142.9348,47.888,4.3,2
40.902,143.2141,31.27,5.1,2
60.4152,-139.5307,5.0,3.5,1
40.9878,143.1226,22.788,6.0,2
-58.8007,-25.4875,29.994,5.5,3
60.4377,-139.5183,5.0,2.8,1
60.5,-139.716,5.0,2.5,1
37.761833190918,-121.93983459473,8.25,2.88,1
41.0271,143.0895,44.935,4.8,2
60.5438,-140.1009,7.366,4.5,1
60.399,-139.398,5.0,2.5,1
-1.3244,101.6844,223.538,4.2,3
60.4542,-139.6254,5.349,2.7,1
12.0137,143.6238,10.0,4.4,2
41.008,142.7964,41.46,4.2,2
37.757666666667,-121.94466666667,9.62,3.6,1
37.758499145508,-121.93900299072,8.2299995422363,2.55,1
60.5367,-140.0334,4.482,3.1,1
60.4814,-139.804,4.494,2.9,1
60.4507,-139.8442,5.0,2.5,1
41.0304,143.2638,33.371,4.3,2
41.2535,142.6957,42.963,4.4,2
60.527,-139.783,1.1,2.5,1
60.558,-139.982,8.3,2.5,1
40.9678,142.0518,54.603,4.3,2
60.5091,-139.6971,2.762,3.1,1
55.256,-159.492,5.7,2.7,1
60.473,-139.573,10.1,2.5,1
40.9443,143.0631,39.127,5.0,2
61.0366,-60.3505,10.0,4.2,2
60.4782,-139.6591,5.0,3.1,1
60.403,-139.421,5.0,2.6,1
60.49,-139.618,0.7,2.6,1
60.5623,-139.854,5.0,2.5,1
60.508,-139.786,0.8,2.5,1
60.374,-139.388,3.6,2.6,1
60.544,-139.939,7.9,2.6,1
60.611,-140.225,3.7,2.6,1
60.5038,-139.9016,5.0,3.2,1
60.5921,-139.8623,5.0,2.9,1
60.536,-139.962,7.3,2.8,1
41.0416,142.4748,51.926,4.2,2
41.2599,142.4695,33.122,4.1,2
41.1559,142.7514,53.76,4.3,2
60.446,-139.547,2.5,2.9,1
60.526,-139.89,14.6,2.8,1
60.416,-139.445,5.0,3.0,1
60.507,-139.655,2.2,2.8,1
60.4539,-139.4979,5.0,2.7,1
60.6066,-139.9665,5.0,3.6,1
60.5255,-139.824,7.023,3.3,1
11.5238,144.0401,10.0,4.5,2
60.5116,-139.9792,5.0,2.6,1
61.609,-146.499,12.5,3.2,1
60.487,-139.822,14.9,3.0,1
40.8889,142.4766,35.0,5.5,2
60.5018,-139.6078,2.735,3.3,1
40.9984,142.1836,40.72,7.6,2
60.5656,-140.0439,7.333,2.7,1
60.453,-139.54,0.7,2.6,1
37.751499176025,-121.9426651001,8.3599996566772,2.69,1
37.752166666667,-121.94583333333,8.9,2.86,1
60.482,-139.553,5.1,2.5,1
-24.0769,69.4561,10.0,5.0,3
40.391666666667,-125.04216666667,6.21,2.9,1
36.066166666667,-119.851,9.93,2.53,1
60.5194,-140.1952,5.0,2.7,1
68.087,-157.618,19.5,3.0,1
-2.7764,28.6988,10.0,4.7,3
-7.9926,126.6309,10.0,4.5,3
60.5309,-139.9308,5.0,2.6,1
60.584,-139.941,8.5,2.5,1
53.5228,-165.257,35.0,2.9,1
60.5665,-139.8229,5.0,2.6,1
13.3226,121.0611,10.0,4.6,2
-15.7059,-177.5942,432.635,4.0,0
57.094,-157.552,6.3,2.6,1
23.8315,121.7444,10.0,5.2,2
60.527,-139.59,1.5,2.5,1
60.4425,-139.5475,4.691,3.4,1
60.5786,-139.846,5.0,3.1,1
60.4681,-139.6128,5.0,3.9,1
60.516,-140.037,6.4,2.5,1
60.5671,-140.0095,5.293,2.8,1
60.56,-139.839,6.8,2.5,1
54.6143,-160.3891,5.0,3.1,1
60.5991,-140.0323,2.681,2.8,1
-7.3832,123.8029,559.942,4.1,0
37.752666666667,-121.9475,8.98,2.98,1
37.1026,30.7856,113.694,5.1,2
54.5092,-160.2203,35.0,3.2,1
60.5807,-139.9715,5.0,3.0,1
35.291,70.5468,106.502,4.1,2
36.6359,30.7699,104.803,4.4,2
13.2819,95.8494,20.36,4.3,2
51.8854,-173.9291,50.772,3.7,1
60.5227,-139.8657,4.316,3.7,1
54.5046,-159.845,35.0,2.8,1
60.424,-139.492,0.4,2.5,1
60.397,-139.458,5.0,2.6,1
60.4966,-139.9624,5.0,3.2,1
60.4948,-139.7271,5.0,2.8,1
60.632,-139.963,5.9,2.5,1
-24.4339,179.8881,531.868,4.4,0
60.5359,-139.8048,5.0,2.8,1
60.639,-139.8609,5.0,2.7,1
-26.2598,-175.913,10.0,4.9,3
60.4177,-139.4894,5.0,2.5,1
60.561,-139.96,3.3,2.6,1
40.386333333333,-125.04366666667,7.62,2.61,1
60.474,-139.539,4.1,2.6,1
60.605,-139.976,9.4,2.5,1
60.426,-139.506,0.7,2.5,1
60.5898,-140.0458,5.0,3.0,1
60.455,-139.516,0.2,2.5,1
60.582,-139.926,4.4,2.5,1
57.122,-155.617,75.3,2.7,1
60.418,-139.606,8.1,2.5,1
52.811,-168.9557,68.477,3.3,1
57.378,-155.351,74.2,2.9,1
62.569,-151.28,91.0,2.5,1
60.5249,-140.0276,3.088,3.3,1
60.565,-140.003,5.0,2.5,1
60.4597,-139.5306,5.0,3.3,1
60.5702,-139.9361,5.0,2.8,1
55.8902,-162.1495,177.242,3.5,1
60.403,-139.453,5.0,2.5,1
51.5368,16.0467,5.0,4.1,2
-2.9844,130.4213,10.0,4.4,3
60.498,-139.603,5.0,2.6,1
60.4539,-139.5019,5.105,2.5,1
47.1643,146.8176,359.923,4.4,0
60.608,-140.268,0.9,2.5,1
60.5013,-139.8363,5.0,3.5,1
23.0944,94.8608,94.964,4.2,2
60.5497,-139.9412,5.0,2.6,1
60.5944,-139.9669,5.0,2.7,1
60.4895,-139.6588,4.401,3.0,1
60.6643,-139.8926,5.0,3.1,1
60.5194,-139.945,5.0,2.7,1
18.836333333333,-67.226333333333,17.48,2.91,1
60.463,-139.572,3.1,2.5,1
60.4161,-139.5006,4.932,2.8,1
60.6146,-140.0191,5.0,2.7,1
60.464,-139.572,1.0,2.5,1
60.4264,-139.5342,5.0,3.2,1
60.3898,-139.5237,5.0,2.9,1
60.5153,-140.0029,6.168,3.7,1
57.061,-154.026,1.8,2.5,1
60.5251,-139.9012,5.0,2.6,1
60.3796,-139.4815,5.029,2.6,1
60.41,-139.396,0.9,2.6,1
60.42,-139.47,1.0,2.5,1
60.5781,-139.9703,1.497,2.9,1
60.566,-139.8183,1.839,2.9,1
60.5354,-139.8747,5.0,3.2,1
12.0222,-69.6299,10.0,4.5,3
60.42,-139.5379,5.0,2.9,1
60.586,-139.771,4.8,2.5,1
60.542,-139.856,5.0,2.6,1
60.3857,-139.434,5.0,3.2,1
60.5086,-139.6203,5.0,2.7,1
60.5566,-139.9183,5.0,2.6,1
60.4304,-139.5617,4.114,2.6,1
60.411,-139.4301,5.0,2.8,1
60.554,-139.737,5.0,2.5,1
60.4207,-139.5231,3.546,3.3,1
60.407,-139.489,0.5,2.7,1
60.642,-139.895,1.4,2.5,1
60.5726,-139.8141,5.0,2.7,1
60.431,-139.479,5.0,2.8,1
60.3863,-139.3772,5.0,2.7,1
60.38,-139.441,5.0,2.9,1
51.485,159.2599,35.0,5.0,2
60.5019,-139.9582,5.0,2.6,1
60.635,-140.123,1.2,2.5,1
60.4356,-139.5505,2.821,3.7,1
60.3906,-139.4337,5.0,2.6,1
60.3852,-139.4683,4.359,2.7,1
60.3894,-139.471,8.613,3.2,1
60.44,-139.462,0.4,2.8,1
60.438,-139.515,0.6,2.8,1
61.103,-152.196,125.6,2.9,1
36.2867,-106.7828,8.622,2.9,1
60.4415,-139.4632,5.0,2.9,1
60.3454,-139.6253,10.0,5.8,2
60.5455,-139.9576,2.869,2.6,1
60.5361,-139.8841,5.504,2.8,1
60.5636,-139.8733,6.057,2.5,1
60.5522,-139.8624,5.0,3.1,1
36.7393,30.4636,10.0,4.6,2
60.5391,-139.9654,5.0,3.4,1
60.4267,-139.9255,5.0,3.2,1
60.514,-139.9641,4.233,3.1,1
19.016,-67.3105,21.85,3.03,1
60.521,-139.646,2.3,2.7,1
60.5016,-140.0275,5.0,2.8,1
19.9139,146.6582,10.0,4.3,2
60.5187,-139.9359,5.0,4.8,2
60.5259,-139.9162,5.0,5.1,2
-17.4292,-70.3691,119.172,4.2,3
60.452,-139.463,1.1,2.5,1
60.548,-139.9679,5.0,2.5,1
60.579,-139.79,1.7,2.5,1
60.4348,-139.6556,5.0,2.8,1
60.4781,-139.9669,5.0,2.8,1
-17.7869,-70.015,109.604,4.9,3
42.8074,-2.8772,10.0,4.0,2
60.64,-139.858,7.0,2.6,1
52.4699,160.4484,10.0,4.4,2
60.5575,-139.7778,7.391,3.5,1
60.5367,-139.7637,5.0,2.6,1
13.3825,-89.8144,47.769,4.4,3
53.9761,-164.0196,35.0,3.0,1
60.4572,-139.941,5.0,3.3,1
51.583,-176.1992,42.941,2.9,1
54.47,-160.1113,35.0,4.6,1
60.468,-139.499,7.8,2.5,1
60.606,-140.098,0.7,2.5,1
60.4965,-139.9208,5.0,3.2,1
60.471,-139.579,1.1,2.5,1
60.392,-139.421,1.9,2.6,1
-7.3233,129.2753,123.984,4.2,3
60.4831,-140.2545,5.0,2.7,1
-18.2836,-63.0463,10.0,4.0,3
-12.5965,-14.8284,10.0,4.5,3
60.407,-139.522,0.8,2.5,1
60.472,-139.538,3.0,2.5,1
24.8882,141.467,506.127,4.3,0
60.488,-139.623,4.2,2.5,1
60.579,-140.039,6.9,2.5,1
33.385,-117.61433333333,13.44,3.1,1
60.4372,-139.649,8.35,2.7,1
60.566,-140.022,2.4,2.6,1
60.5554,-140.0022,5.8,3.1,1
60.567,-139.834,2.3,2.5,1
60.409,-139.4419,3.904,2.6,1
58.318,-156.114,141.0,2.5,1
53.0294,160.8521,28.898,4.3,2
60.5551,-140.0705,6.641,3.6,1
55.739,-159.511,4.5,2.9,1
60.384,-139.382,2.7,2.6,1
62.634,-148.939,54.9,3.4,1
60.5911,-139.8884,5.0,2.7,1
60.508,-139.598,0.5,2.5,1
38.6912,43.5715,18.284,4.4,2
60.523,-139.892,4.6,2.5,1
36.015,-120.57466666667,4.0,2.52,1
36.568833333333,-121.21233333333,2.39,2.64,1
60.3651,-139.4311,10.289,3.8,1
60.4448,-139.5883,5.0,2.6,1
60.4678,-139.5082,5.717,2.8,1
60.4424,-139.8051,4.036,2.9,1
60.5606,-139.7943,10.0,2.8,1
60.604,-139.893,6.4,2.5,1
60.4892,-139.6537,4.843,3.4,1
60.4925,-139.6223,1.64,2.6,1
60.596,-139.77,6.3,2.5,1
60.509,-139.7537,7.76,3.1,1
60.4961,-139.641,5.769,4.6,1
60.4964,-139.7494,7.063,2.6,1
60.5944,-139.7728,8.24,2.6,1
60.3929,-139.4894,6.331,4.3,1
60.4262,-139.6028,8.44,4.2,1
60.362,-139.407,8.5,2.7,1
60.383,-139.409,3.4,2.5,1
60.489,-139.849,4.1,2.5,1
60.5634,-140.0139,8.767,3.4,1
50.2794,156.7642,68.468,4.5,2
18.044833333333,-68.529166666667,66.49,3.15,1
60.433,-139.542,1.4,2.5,1
60.3601,-139.4332,5.0,3.5,1
60.6149,-139.9245,5.0,2.7,1
20.062166666667,-155.461,37.42,2.62,1
-3.1328,130.8965,10.0,4.5,3
60.5888,-139.938,5.0,4.6,1
60.4231,-139.5798,5.0,3.3,1
60.5768,-140.1017,5.0,2.6,1
60.5143,-139.5695,5.0,2.6,1
60.3636,-139.3777,5.0,2.8,1
60.4442,-139.5986,5.0,3.2,1
52.3932,160.147,55.118,4.9,2
60.4713,-139.7758,5.0,2.5,1
50.239,156.8911,59.342,5.6,2
60.4198,-139.3908,5.0,2.9,1
60.346,-139.384,11.0,2.6,1
60.454,-139.565,1.0,2.5,1
60.4265,-139.4435,5.0,2.5,1
60.5651,-139.5797,5.0,2.5,1
52.1684,179.5168,171.368,4.3,2
60.4521,-139.5518,5.0,2.5,1
60.5172,-139.7066,5.0,2.5,1
60.5523,-139.8282,5.0,3.5,1
60.5899,-139.9579,5.0,2.9,1
60.352,-139.374,9.4,2.5,1
60.3182,-139.3077,5.0,3.0,1
60.396,-139.477,1.6,2.5,1
60.4255,-139.4406,5.0,2.5,1
60.435,-139.474,1.7,2.6,1
60.6066,-140.0197,5.0,2.7,1
60.4937,-140.1206,5.0,3.5,1
60.5607,-139.8036,5.0,2.7,1
60.592,-139.646,2.2,2.5,1
59.232,-151.872,51.8,2.5,1
60.396,-139.548,2.5,2.7,1
53.9638,-162.5963,10.0,2.8,1
60.464,-139.618,1.9,2.5,1
60.4456,-139.958,5.0,2.5,1
60.5417,-139.7919,5.0,3.0,1
13.5319,-91.8787,35.0,4.3,3
60.51,-139.591,0.5,2.6,1
-14.6748,166.828,10.0,4.4,3
8.8276,-83.937,10.0,4.4,3
60.5144,-140.1116,5.0,2.6,1
60.5055,-139.7704,5.0,2.5,1
60.6017,-139.7426,5.0,2.7,1
60.5342,-139.6625,5.0,3.1,1
60.5338,-139.745,5.0,2.5,1
60.5655,-139.8871,5.0,3.9,1
60.39,-139.524,1.2,2.5,1
60.5907,-139.6028,5.0,2.8,1
60.539,-139.9908,5.0,2.5,1
60.394,-139.391,3.9,2.5,1
-14.9266,166.7213,33.262,4.9,3
60.592,-140.068,2.5,2.5,1
60.428,-139.473,5.0,2.6,1
60.6006,-139.8562,5.0,2.5,1
60.439,-139.504,5.0,2.9,1
-26.3858,-177.7972,196.517,4.4,3
60.4511,-139.4828,5.0,2.6,1
60.4372,-139.5457,5.0,4.2,1
60.544,-139.762,11.0,2.5,1
60.489,-140.3149,5.0,3.0,1
60.3649,-139.5408,5.0,3.3,1
60.4674,-139.5977,5.0,3.1,1
60.514,-139.631,1.2,2.5,1
60.6116,-139.8259,5.0,3.7,1
60.57,-139.856,1.3,2.5,1
60.385,-139.414,4.3,2.5,1
-14.7201,166.8297,10.0,4.4,3
-16.4962,-177.4278,10.0,4.8,3
60.4235,-139.5571,5.0,3.2,1
54.888530731201,-156.37062072754,25.377956390381,3.8556255491618,1
60.5585,-140.0212,5.0,3.5,1
60.4918,-139.7371,5.0,2.7,1
-14.6843,166.6769,10.0,5.5,3
-14.675,166.6608,10.0,5.2,3
60.418,-139.477,1.1,2.6,1
60.4448,-139.5557,5.0,2.9,1
54.5265,-160.2238,9.553,2.7,1
60.4294,-139.764,5.0,3.4,1
60.5727,-139.5712,4.17,2.6,1
60.4451,-139.6363,5.0,2.8,1
60.575,-139.957,5.0,2.6,1
60.5597,-139.7702,5.0,3.2,1
-22.1436,-179.7559,606.114,4.4,0
60.5857,-139.9153,5.0,2.5,1
60.351,-139.5316,5.0,3.2,1
-23.6241,179.7862,531.391,4.3,0
60.5274,-139.7253,8.78,2.6,1
60.5093,-139.6254,5.0,3.2,1
60.4851,-139.6127,5.0,3.4,1
53.3407,-164.0401,35.0,4.7,1
60.4874,-140.0904,5.0,2.7,1
60.571,-140.03,5.0,2.6,1
19.151666666667,-155.37433333333,29.61,2.83,1
60.5009,-140.0624,5.0,2.7,1
60.4497,-139.4723,3.794,2.5,1
60.5316,-140.0132,5.0,2.9,1
60.4978,-140.0803,5.0,2.7,1
60.5034,-139.8952,5.0,2.8,1
60.5908,-139.8039,5.0,4.1,1
-55.7026,-27.6201,88.876,4.7,3
60.4347,-139.4614,5.0,3.2,1
60.5211,-140.059,5.0,3.6,1
60.3878,-139.449,5.0,3.1,1
60.5566,-139.9766,5.0,3.9,1
60.5691,-139.7271,5.0,3.2,1
60.6103,-140.1293,5.0,3.0,1
60.456,-139.5453,6.117,2.8,1
60.5787,-139.9551,5.0,2.6,1
60.5618,-139.9722,5.0,2.8,1
60.5155,-140.0725,7.623,2.7,1
60.5462,-139.9158,5.0,4.4,1
60.591,-139.852,2.5,2.6,1
32.0967,140.2388,95.775,4.7,2
60.5516,-139.67,5.0,2.6,1
-34.6811,-73.8003,10.0,4.4,3
60.442,-139.546,1.6,2.6,1
60.421,-139.6179,5.0,3.0,1
60.5861,-140.0126,5.0,2.7,1
60.474,-139.506,1.1,2.6,1
60.4975,-140.1135,5.0,4.5,1
60.5344,-140.0104,5.232,4.1,1
60.5185,-139.7683,5.0,2.8,1
-14.9634,166.5495,10.0,4.5,3
60.5484,-140.0387,5.0,2.7,1
60.5512,-139.9633,3.345,3.9,1
-6.652,131.1086,54.233,4.3,3
60.3913,-139.5125,5.0,3.8,1
60.5122,-139.9334,5.0,2.8,1
60.564,-139.93,5.8,2.5,1
60.5549,-139.7915,5.0,2.6,1
60.611,-139.8496,5.0,2.8,1
60.4743,-139.6735,5.0,3.8,1
60.63,-139.98,5.6,2.5,1
60.5055,-139.5477,7.479,2.8,1
60.5499,-139.7105,5.97,3.0,1
60.5412,-140.0192,5.0,3.6,1
60.5715,-139.9495,5.0,3.4,1
60.383,-139.454,2.0,2.6,1
51.3159,179.5772,52.196,3.2,2
60.5518,-139.6953,5.0,2.8,1
60.436,-139.451,2.6,2.6,1
60.4967,-139.5667,5.0,3.2,1
60.4602,-139.4716,5.0,3.1,1
60.418,-139.5022,5.0,3.4,1
60.560802459717,-139.91986083984,2.1305437088013,2.6473538929434,1
60.5683,-139.6912,5.0,2.5,1
60.5671,-139.9247,5.0,2.7,1
60.416,-139.433,1.6,2.6,1
60.383,-139.4832,6.081,2.6,1
60.5599,-139.7932,5.0,2.6,1
60.6035,-139.9202,3.947,3.9,1
59.312732696533,-153.16435241699,76.810394287109,3.6451285668649,1
60.7699,-140.056,5.0,2.6,1
60.3915,-139.4367,5.0,3.0,1
60.4311,-139.4445,4.426,2.9,1
60.5292,-139.8863,5.0,3.2,1
60.5908,-139.7283,5.0,2.8,1
60.4991,-139.6328,3.922,2.7,1
60.5609,-139.9575,5.0,3.6,1
60.4417,-139.4581,3.09,2.6,1
17.811,-67.416333333333,22.58,3.0,1
60.7889,-139.9999,5.0,3.5,1
60.3678,-139.4312,5.0,3.1,1
60.4639,-139.5133,5.0,2.7,1
60.5185,-139.6372,5.0,2.8,1
60.592,-139.887,9.0,2.5,1
60.4447,-139.56,6.625,3.0,1
60.5927,-139.8279,5.0,3.6,1
60.527599334717,-140.05328369141,7.1819157600403,2.6168190616544,1
60.444,-139.5727,5.0,3.2,1
60.3851,-139.4437,5.0,3.1,1
60.7697,-140.0415,5.0,2.5,1
60.4068,-139.4325,5.0,3.2,1
60.4467,-139.4401,5.0,2.6,1
60.4801,-139.7782,5.0,3.1,1
60.5629,-139.7826,5.0,3.0,1
60.6326,-139.9297,6.462,2.8,1
50.9807,-179.9556,6.016,2.7,1
60.643,-140.078,3.0,2.6,1
60.3761,-139.3491,5.0,2.8,1
51.8412,159.893,35.0,4.6,2
60.5462,-139.7252,1.314,2.9,1
60.5813,-139.8028,5.0,3.2,1
60.4698,-139.5072,5.0,3.0,1
60.659,-139.9129,5.0,4.2,1
60.6495,-139.9848,5.0,3.5,1
60.4555,-139.4856,3.216,2.6,1
60.5194,-139.6514,5.0,3.5,1
60.5922,-139.9212,5.0,3.4,1
60.4629,-139.5654,5.0,3.4,1
60.604,-139.785,3.5,2.5,1
60.587,-139.66,4.8,2.5,1
60.435,-139.655,0.0,2.6,1
60.5789,-139.8544,5.0,2.5,1
60.444,-139.467,5.0,2.5,1
60.544,-139.73,4.2,2.5,1
60.492,-139.601,10.5,2.5,1
60.577,-140.018,5.0,2.5,1
60.4111,-139.4937,5.0,3.3,1
60.482,-139.611,5.8,2.6,1
60.4516,-139.5522,5.0,2.8,1
60.5753,-139.9228,5.0,3.3,1
60.5542,-139.6333,5.0,2.7,1
-6.6294,131.0539,35.0,5.2,3
60.6195,-139.9923,5.0,3.9,1
60.4201,-139.4462,5.0,3.0,1
60.4728,-139.5845,5.0,3.1,1
60.5425,-139.8866,5.0,3.6,1
60.4207,-139.4113,5.0,3.4,1
60.5732,-140.0491,5.0,3.1,1
-23.6383,179.9884,544.334,4.6,0
60.4805,-139.7682,5.0,2.8,1
60.6359,-139.9055,5.0,4.3,1
60.5616,-140.0066,7.321,5.2,2
60.4524,-139.5498,5.0,4.1,1
60.5386,-139.583,5.0,2.8,1
60.3929,-139.3971,5.0,2.7,1
60.5048,-139.5359,5.0,3.0,1
60.5295,-139.9791,5.0,2.8,1
